ID,Name,Latitude,Longitude,Average_Rating,Number_User_Ratings,Address
ChIJVVXBeu3Kj4AR5mGdelYdvwk,Saasvaap Inc.,37.3249452,-121.9678624,5,3,"85 Saratoga Ave, Santa Clara"
ChIJO9yQrGrLj4ARP3VIwgZsBfo,Apps For Startup,37.3229382,-121.9595952,5,1,"2141 Stevens Creek Blvd #21235, San Jose"
ChIJqUeaU3zNj4ARiO-6AI440S8,DealerXT,37.322679,-121.9783255,5,7,"4300 Stevens Creek Blvd #126, San Jose"
ChIJsxd6F-PLj4ARqHcsUZn5y8w,FeedbackWhiz,37.3232847,-121.9598107,5,1,"3141 Stevens Creek Blvd #145, San Jose"
ChIJ_RhOPd_Kj4ARSQ1_LhQyEHo,Broad Soft Inc,37.3206675,-121.9494884,3,2,"3055 Olin Ave, San Jose"
ChIJddtyiR_Lj4AR6fyvtV1rwzk,SupportLogic,37.3212549,-121.9473118,5,3,"356 Santana Row #1000, San Jose"
ChIJU8dF5ca3j4AReZSRVnRr32E,NetApp,37.3190422,-121.9474408,4.4,87,"3060 Olsen Dr, San Jose"
ChIJsWFMC6m1j4ARSwMrXTYqMXU,"Theta Labs, Inc.",37.3230786,-121.9460053,4.4,10,"2910 Stevens Creek Blvd #200, San Jose"
ChIJAYtBrqe1j4ARENO-nC2El4Y,GrowthPlug,37.3177477,-121.9477554,4.8,197,"3031 Tisch Way, 110 Plaza West, San Jose"
ChIJESsLF60vjoARbeED8AiU2wE,Panzura,37.3228295,-121.9455664,5,5,"2880 Stevens Creek Blvd Suite 100, San Jose"
ChIJ__-b3Tm7j4AR-wcM97siXi8,CubiCasa Inc,37.3177477,-121.9477554,5,2,"3031 Tisch Way, 110 Plaza West, San Jose"
ChIJKUEXigS1j4ARec3YRbT7dPs,TapClicks,37.3177477,-121.9477554,3.9,7,"3031 Tisch Way #900, San Jose"
ChIJW3L0lNPLj4ARFtFW6mrkaSE,Teknol,37.3259848,-121.9096791,5,5,"1050 Park Ave, San Jose"
ChIJpZB3GoDNj4ARAVrXfZQPJhc,Gear Cloud Solutions,37.3268994,-121.8970385,5,1,"453 W San Carlos St Unit #2, San Jose"
ChIJkb1X0DUzjoARXdKYUK-q_tk,Papros Inc,37.3193752,-121.8762457,5,1,"1190 S Second St #1, San Jose"
ChIJVUe2cAQtjoAR3xc12hE9etE,Divinesoft Inc,37.3235208,-121.7712231,5,1,"3443 Chemin de Riviere, San Jose"
ChIJz0IobEu0j4ARLL6m9kRBPps,Technology Mindz,37.3286277,-122.0401922,5,2,"20930 Fargo Dr, Cupertino"
ChIJC-9t5TW0j4AR0_4aBpCKtAQ,Pulpstream,37.3322392,-122.0432973,5,1,"21088 Tamarind Ct, Cupertino"
ChIJT36NlYi1j4ARyjBzmPdtO0g,AmpUp,37.3322493,-122.0364873,4.4,7,"20725 Valley Green Dr, Cupertino"
ChIJibwaZqjLj4ARlXm3DRT-PuA,"NetSymm, Inc.",37.335207,-121.9150048,5,1,"1520 The Alameda #120, San Jose"
ChIJf-UL5RYtjoAR5pBoAgPDTQA,Evergreen Software Co.,37.331909,-121.891245,5,4,"177 Park Ave suite 210-220, San Jose"
ChIJ14PLsqXMj4ARIk54QC8NLQ4,Adobe World Headquarters,37.3305454,-121.8940054,4.1,597,"345 Park Ave, San Jose"
ChIJuaDpLqTLj4ARnKKw06Ias4Q,Cohesity Inc,37.3292944,-121.8948096,4.8,26,"300 Park Ave UNIT 1700, San Jose"
ChIJyQXjUKPMj4ARXSV0pWWdFEc,Iksanika,37.334535,-121.8909605,5,1,"60 S Market St #1200, San Jose"
ChIJr-n5g6XMj4ARtXe2ZOO7vPM,Black Duck Software,37.3288623,-121.8935976,5,1,"333 W San Carlos St #945, San Jose"
ChIJX7Z7L5nMj4ARikpxphiu2mE,E8 Labs,37.3337893,-121.8892131,4.7,42,"50 W San Fernando St, San Jose"
ChIJNREPzKTMj4ARanM0AWVaRwU,"Sage Intacct, Inc.",37.3292276,-121.8946843,4.8,20,"300 Park Ave UNIT 1400, San Jose"
ChIJT45lTKfNj4ARA6iEJ5esZHw,CollabX,37.3323763,-121.8942926,5,1,"99 S Almaden Blvd #600, San Jose"
ChIJX_uLJJvI74kRvisSa9uOAYI,FaceGraph,37.3341471,-121.891649,5,1,"111 N Market St suite 300, San Jose"
ChIJHVWkbszJj4ARHBopG4Gq-HQ,ThirdEye Data,37.3288735,-121.8935704,3,2,"333 W San Carlos St, San Jose"
ChIJ0x4pAaTMj4ARgIIeoW3_BRo,"RetailNext, Inc",37.3345277,-121.8909797,4.8,13,"60 S Market St #310, San Jose"
ChIJD7kZ0KHMj4ARGJbPHzv5UXc,Paradata,37.3288735,-121.8935704,5,3,"333 W San Carlos St #600, San Jose"
ChIJKSBWCZbNj4ARse5pDS-CGvM,Seebile,37.3323604,-121.8943569,5,2,"99 S Almaden Blvd, San Jose"
ChIJe9LM5ZLLj4ARAEB7tHe2jH0,Bitbar Inc,37.3288735,-121.8935704,5,2,"333 W San Carlos St #600, San Jose"
ChIJQwAEPzXNj4ARUMQ-X9amxBU,CLOUDSUFI,37.3288735,-121.8935704,3,2,"333 W San Carlos St, San Jose"
ChIJnfaYlKXMj4ARwN9zfHAp6_0,Xactly Corp,37.3281038,-121.8852917,4.7,16,"505 S Market St, San Jose"
ChIJB9S6WSjNj4ARKntQdrhtBPE,Logo Professors,37.3323763,-121.8942926,5,7,"99 South Almaden Blvd Suite 600, PMB #301, San Jose"
ChIJQRqNe5bNj4ARHSOXJUpyUZ0,ZEDEDA,37.3345313,-121.8909702,5,1,"60 S Market St #310, San Jose"
ChIJ8wer9N_Lj4ARADOuFQQAhHk,Signifyd,37.3324301,-121.8942811,3.4,46,"99 Almaden Blvd #400, San Jose"
ChIJ8VURr9rNj4ARxmbE5AVZbBQ,Tara AI,37.3357269,-121.8869352,5,1,"88 S Third St #191, San Jose"
ChIJuZFPBSW0j4ARkyM2dMLorkc,Poubelle Software,37.3404466,-122.0518842,5,3,"1610 Kamsack Dr, Sunnyvale"
ChIJPWx4EC20j4AR5kxPuf_oKOY,Kaar Technologies,37.3438852,-122.0404015,5,1,"1532 Norland Dr, Sunnyvale"
